가가호호 방문하다 
수확을 거두다
수훈을 세우다
숙면을 취하다
숙소를 잡다
순결을 잃다
순결을 지키다
순배가 돌다
순배를 돌리다
순서가 있다
순서를 밟다
순위를 두다
순찰을 나가다
순찰을 나서다
순찰을 돌다
술상을 보다
술수를 쓰다
술술 나오다
술술 풀리다
술에 취하다
술을 먹다
술이 깨다
술자리를 벌이다
술자리에 가다
술잔을 돌리다
술잔을 들다
술잔을 받다
술책을 꾸미다
술책을 부리다
술판을 벌이다
술판이 벌어지다
숨을 내쉬다
숨을 들이마시다
숨을 들이쉬다
숨을 몰아쉬다
숨을 쉬다
숨을 헐떡이다
숨이 가쁘다
숨이 거칠다
숨이 끊어지다
숨이 막히다
숨이 멎다
숨이 죽다
숨이 차다
숫기가 없다
숫기가 있다
숫돌에 갈다
숭숭 뚫리다
숯불을 피우다
숱이 많다
숱이 없다
숱이 적다
쉰내가 나다
스르르 감기다
스르르 감다
스르르 잠이 들다
스캔들이 떠돌다
스캔들이 번지다
스케줄을 짜다
스케줄이 빡빡하다
스크럼을 짜다
스타일이 좋다
스탬프를 찍다
스텝을 밟다
스트레스가 쌓이다
스트레스가 풀리다
스트레스를 받다
스팀이 들어오다
스피드를 내다
슬금슬금 도망치다
슬럼프에 빠지다
슬로건을 내걸다
슬리퍼를 끌다
슬픔을 나누다
슬픔을 느끼다
슬픔이 북받치다
슬픔이 치밀다
슬피 울다
습관에 젖다
습관을 들이다
습기가 있다
습기가 차다
승강이를 벌이다
승낙을 받다
승리를 거두다
승부가 나다
승부를 가르다
승부를 가리다
승부를 걸다
승부를 보다
승부수를 던지다
승부수를 띄우다
승부욕이 없다
승부욕이 있다
승산이 있다
승세를 타다
승은을 입다
승인을 받다
승인을 얻다
승인을 얻어 내다
시가전을 벌이다
시간에 대다
시간에 몰리다
시간에 얽매이다
시간에 쫓기다
시간을 가지다
시간을 끌다
시간을 내다
시간을 두다
시간을 맞추다
시간을 벌다
시간을 보내다
시간을 정하다
시간을 주다
시간을 죽이다
시간을 지키다
시간을 할애하다
시간이 가다
시간이 걸리다
시간이 나다
시간이 들다
시간이 없다
시간이 있다
시간이 흐르다
시계가 늦다
시계가 똑딱거리다
시계를 보다
시계를 차다
시공을 초월하다
시궁창에 빠지다
시급을 다투다
시급을 요하다
시달림을 받다
시대를 풍미하다
시대에 뒤떨어지다
시대에 뒤지다
시대에 앞서다
시대에 역행하다
시동을 걸다
시동이 걸리다
시련이 닥치다
시를 쓰다
시를 읊다
시름시름 앓다
시름에 잠기다
시름을 달래다
시말서를 내다
시말서를 쓰다
시범을 보이다
시보가 울리다
시비가 붙다
시비를 가르다
시비를 가리다
시비를 걸다
시비를 따지다
시비를 벌이다
시선을 거두다
시선을 그러당기다
시선을 끌다
시선을 던지다
시선을 돌리다
시선을 들다
시선을 받다
시선이 가다
시선이 끌리다
시스템이 다운되다
시야가 탁 트이다
시야가 트이다
시위를 나서다
시위를 벌이다
시의에 맞다
시일을 끌다
시일이 걸리다
시장기를 느끼다
시장기를 달래다
시장을 선점하다
시중을 들다
시집을 가다
시집을 내다
시집을 오다
시차를 두다
시한을 넘기다
시한을 정하다
시한을 주다
시한이 차다
시합을 벌이다
시행착오를 겪다
시험에 붙다
시험에 합격하다
시험을 보다
시험을 치다
시험을 치르다
시험을 통과하다
시험지를 내다
시호를 내리다
시효가 지나다
식단을 짜다
식욕을 돋우다
식욕을 잃다
식욕이 왕성하다
식욕이 일다
식은땀이 나다
식중독에 걸리다
식중독을 일으키다
식탁을 차리다
신경에 거슬리다
신경을 곤두세우다
신경을 쓰다
신경이 날카롭다
신경이 쓰이다
신경전을 벌이다
신경질을 내다
신경질을 부리다
신경질이 나다
신경질이 많다
신고를 내다
신고를 받다
신공을 올리다
신기록을 세우다
신기록을 수립하다
신기원을 이루다
신념이 흔들리다
신뢰가 깊다
신뢰감을 주다
신뢰를 받다
신뢰를 잃다
신명을 내다
신명을 바치다
신명이 나다
신문에 나다
신문에 내다
신문을 구독하다
신문을 보다
신문을 펴다
신문이 오다
신물을 내다
신물이 나다
신바람이 나다
신발을 신다
신방을 꾸미다
신방을 차리다
신변의 위험
신병을 확보하다
신병이 확보되다
신비의 영약
신세를 갚다
신세를 지다
신심이 깊다
신심이 돈독하다
신앙심이 두텁다
신열이 나다
신용을 잃다
신용을 지키다
신을 신다
신음소리를 내다
신의 섭리
신의를 지키다
신이 나다
신이 내리다
신임을 묻다
신임을 받다
신임을 사다
신임을 잃다
신접살림을 내다
신접살림을 차리다
신중을 기하다
신청서를 내다
신청서를 배부하다
신청서를 접수하다
신청을 내다
신청을 받다
신호가 가다
신호가 떨어지다
신호등에 걸리다
신호를 받다
신호를 보내다
신호를 주다
실감이 나다
실격을 당하다
실격이 되다
실권을 잡다
실권을 쥐다
실낱같은 희망
실눈을 뜨다
실랑이가 벌어지다
실랑이를 벌이다
실력을 썩히다
실력이 붙다
실례를 들다
실망을 주다
실망이 크다
실상을 보다
실속을 차리다
실속이 있다
실실 웃다
실어증에 걸리다
실연을 당하다
실을 꿰다
실을 실패에 감다
실을 잣다
실의에 빠지다
실적을 보다
실적을 올리다
실적이 늘다
실적이 부진하다
실천에 옮기다
실천을 하다
실체를 보다
실컷 먹다
실타래처럼 얽히다
실태를 보다
실태를 조사하다
실패로 돌아가다
실패를 하다
실행에 옮기다
실효를 거두다
싫증을 내다
싫증이 나다
심금을 울리다
심금을 털어놓다
심기가 불편하다
심도가 깊다
심도가 있다
심려를 끼치다
심문을 받다
심방을 가다
심방을 오다
심부름을 가다
심사가 뒤틀리다
심사가 사납다
심사를 받다
심사를 털어놓다
심사에 들어가다
심사에 부치다
심성이 곱다
심술을 부리다
심술이 나다
심심한 사의
심연에 빠지다
심의에 들어가다
심의에 부치다
심장병에 걸리다
심장이 두방망이질치다
심장이 두방망이질하다
심장이 벌떡거리다
심장이 쿵쿵 뛰다
심정이 들다
심중을 꿰뚫다
심중을 털어놓다
심중을 헤아리다
심증이 가다
심지가 곱다
심통을 부리다
심통이 나다
심판대에 오르다
심판을 맡다
심판을 받다
심혈을 기울이다
심화가 나다
십분 발휘하다
십자수를 놓다
싱긋 웃다
싸움에 지다
싸움을 걸다
싸움을 그치다
싸움을 말리다
싸움을 벌이다
싸움을 부추기다
싸움을 붙이다
싸움을 싸우다
싸움이 나다
싸움이 붙다
싹 쓸다
싹수가 노랗다
싹싹 빌다
싹이 나다
싹이 돋다
싹이 트다
쌈을 싸다
쌍갈래가 지다
쌍꺼풀이 지다
쌍벽을 이루다
쌍을 이루다
쌓인 회포
썰매를 타다
썰물이 빠지다
썰물이 지다
쏜살같이 달리다
쐐기를 박다
쑥쑥 자라다
쓴웃음을 짓다
쓸모가 없다
쓸모가 있다
씀씀이가 헤프다
씨를 받다
씨를 뿌리다
씻은 듯이 낫다
씽긋이 웃다
아교로 붙이다
아교를 붙이다
아귀다툼을 벌이다
아귀아귀 먹다
아기를 가지다
아기를 보다
아내와 사별하다
아득바득 우기다
아들을 두다
아들을 보다
아량을 베풀다
아량이 넓다
아령을 들다
아르바이트를 하다
아름드리 나무
아성을 쌓다
아수라장을 이루다
아쉬운 소리
아쉬움을 주다
아쉬움이 남다
아양을 떨다
아우성을 치다
아이가 서다
아이가 태어나다
아이디어가 있다
아이디어를 내다
아이를 가지다
아이를 기르다
아이를 낳다
아이를 두다
아이를 배다
아이를 보다
아이를 잃다
아이를 지우다
아장아장 걷다
아지랑이가 피어오르다
아집에 빠지다
아집이 세다
아첨을 하다
아침이 오다
아픈 데를 찌르다
아픔을 느끼다
아픔을 당하다
아픔을 주다
아픔을 참다
아픔이 가시다
아픔이 따르다
악다구니를 떨다
악다구니를 부리다
악다구니를 쓰다
악다구니를 치다
악다구니를 퍼붓다
악담을 하다
악명을 떨치다
악명이 높다
악몽을 꾸다
악센트를 두다
악센트를 주다
악수를 나누다
악수를 두다
악수를 청하다
악순환에 빠지다
악순환의 고리
악업을 짓다
악영향을 끼치다
악영향을 미치다
악을 쓰다
악의가 있다
악의를 품다
악의에 차다
악이 받치다
악착을 떨다
악취가 나다
악평을 듣다
악행을 저지르다
악화일로를 걷다
악화일로를 치닫다
안간힘을 쓰다
안감을 대다
안개가 끼다
안개가 서리다
안개가 자욱하다
안경을 끼다
안경을 벗다
안경을 쓰다
안내를 받다
안달을 떨다
안달을 부리다
안달이 나다
안대를 하다
안도감을 주다
안도의 숨을 쉬다
안도의 숨
안면을 트다
안목이 높다
안목이 있다
안부를 묻다
안부를 전하다
안색을 붉히다
안수를 받다
안식을 누리다
안식을 주다
안심을 놓다
안약을 넣다
안을 내다
안을 대다
안일에 빠지다
안정감을 주다
안정을 취하다
안타를 날리다
안타를 때리다
안타를 치다
알량한 자존심
알레르기가 생기다
알레르기를 일으키다
알력이 생기다
알리바이가 성립하다
알밤을 맞다
알밤을 주다
알을 까다
알을 낳다
알을 배다
알을 품다
알이 굵다
알이 들다
알이 배기다
알이 배다
앓는 소리
암시를 받다
암시를 주다
암에 걸리다
암운이 드리우다
암초에 부딪히다
암투를 벌이다
암호를 대다
암호를 풀다
압력을 넣다
압력을 받다
압박을 가하다
압박을 당하다
압박을 받다
압수를 당하다
압축을 풀다
앙갚음을 당하다
앙금을 남기다
앙금이 생기다
앙상블을 이루다
앙심을 먹다
앙심을 품다
앙탈을 부리다
앙탈을 피우다
앞가림을 하다
앞을 내다보다
앞장을 서다
앞치마를 두르다
애가 들어서다
애가 타다
애교가 넘치다
애교로 보다
애교를 떨다
애교를 부리다
애도의 뜻을 표하다
애로가 되다
애로가 있다
애를 먹다
애를 먹이다
애를 배다
애를 보다
애를 쓰다
애인이 생기다
애정을 가지다
애정을 퍼붓다
애정이 가다
애정이 깊다
애정이 넘치다
애정이 담기다
애정이 식다
애착을 보이다
애착이 가다
애호를 받다
액세서리를 하다
액셀러레이터를 밟다
액셀을 밟다
액운이 끼다
액이 끼다
앵글을 맞추다
앵글을 잡다
야근을 하다
야단법석을 떨다
야단법석을 피우다
야단법석이 나다
야단을 떨다
야단을 맞다
야단을 치다
야단을 피우다
야단이 나다
야망을 가지다
야망을 품다
야망이 좌절되다
야망이 크다
야반도주를 감행하다
야반도주를 하다
야살을 떨다
야식을 먹다
야심에 불타다
야유가 나오다
야유가 쏟아지다
야유를 받다
야유를 보내다
야유를 지르다
야유를 퍼붓다
야유회를 가다
야음을 틈타다
약력을 쓰다
약물에 취하다
약물을 먹다
약물치료를 받다
약발이 받다
약발이 서다
약속을 깨다
약속을 어기다
약속을 이행하다
약속을 지키다
약속이 있다
약으로 먹다
약으로 쓰다
약을 뿌리다
약을 치다
약장사를 벌이다
약재로 쓰다
약점으로 잡다
약점을 잡다
약점이 있다
약점이 잡히다
약조를 받다
약탈을 당하다
약혼식을 치르다
약효가 나다
약효를 내다
얌전을 떨다
얌전을 빼다
얌전을 피우다
양극을 이루다
양녀로 삼다
양녀로 입양하다
양념으로 쓰다
양념을 치다
양단간에 결정하다
양동작전을 펴다
양로원에 가다
양말을 신다
양보를 받다
양산을 들다
양심을 걸다
양심을 잃다
양심을 지키다
양심의 가책
양심이 있다
양에 차다
양자로 가다
양자로 받다
양자로 입양하다
양잿물에 삶다
양친을 잃다
양해를 구하다
양해를 바라다
양해를 받다
양해를 얻다
얘기가 나돌다
어감이 나쁘다
어감이 좋다
어구를 쓰다
어깨가 뻑적지근하다
어깨를 으쓱하다
어깨를 펴다
어깨에 지다
어둠에 싸이다
어둠이 깔리다
어려움에 빠지다
어려움을 겪다
어려움을 극복하다
어려움을 당하다
어려움을 무릅쓰다
어려움을 주다
어려움이 있다
어른을 공경하다
어리광을 떨다
어리광을 부리다
어리광을 피우다
어림증이 나다
어망을 치다
어명을 내리다
어법을 쓰다
어부재기를 부리다
어스름이 깔리다
어스름이 오다
어슬렁어슬렁 걷다
어시스트를 받다
어원을 두다
어음을 난발하다
어음을 받다
어음을 발행하다
어음을 주다
어음을 할인하다
어지럼증이 있다
어투를 쓰다
어폐가 있다
어혈이 들다
어혈이 생기다
억수로 오다
억압에 맞서다
억압을 가하다
억압을 당하다
억압을 받다
억압을 풀다
억지가 세다
억지를 부리다
억지를 세우다
억지를 쓰다
억지웃음을 꾸미다
억지투정을 부리다
억측이 구구하다
억측이 난무하다
언급을 회피하다
언변이 없다
언변이 좋다
언성을 낮추다
언성을 높이다
언약을 맺다
언약을 주다
언약을 지키다
언쟁을 벌이다
언쟁이 벌어지다
언질을 받다
언질을 주다
언행이 부박하다
언행이 일치하다
얼굴을 붉히다
얼굴을 씻다
얼굴을 익히다
얼굴을 찌푸리다
얼굴을 찡그리다
얼굴을 치장하다
얼굴이 갸름하다
얼굴이 낯익다
얼굴이 너부데데하다
얼굴이 달아오르다
얼굴이 반반하다
얼굴이 번듯하다
얼굴이 벌겋다
얼굴이 빨개지다
얼굴이 새빨개지다
얼굴이 익다
얼굴이 창백하다
얼굴이 화끈하다
얼굴이 환하다
얼기설기 얽다
얼기설기 얽히다
얼레를 감다
얼레를 돌리다
얼레발을 치다
얼룩이 들다
얼룩이 빠지다
얼룩이 지다
얼을 빼다
얼음을 지치다
얼음이 얼다
얼이 빠지다
얼큰히 취하다
엄두가 나다
엄두를 내다
엄명을 내리다
엄명을 받다
엄명이 있다
엄벌로 다스리다
엄벌을 받다
엄부럭을 떨다
엄부럭을 부리다
엄부럭을 피우다
엄살을 떨다
엄살을 부리다
엄살을 피우다
엄연한 사실
엄포를 놓다
업무를 보다
업적을 내다
업적을 쌓다
업적을 이루다
엉금엉금 기다
엉너리를 부리다
엉너리를 치다
엉덩방아를 찧다
엉엉 울다
에스코트를 받다
에이에스를 받다
에지가 나다
에티켓을 지키다
에피소드를 남기다
엔지가 나다
엔지를 내다
여가가 나다
여가가 있다
여가를 내다
여가를 활용하다
여건을 갖추다
여관을 잡다
여권을 내다
여권을 발급받다
여독을 풀다
여드름을 짜다
여드름이 나다
여력이 없다
여로에 오르다
여론을 수렴하다
여론을 형성하다
여론이 들끓다
여론이 비등하다
여론이 일다
여백을 두다
여백이 있다
여벌의 옷
여색에 빠지다
여색에 탐닉하다
여생을 누리다
여생을 마치다
여생을 바치다
여운을 남기다
여운을 주다
여운이 남다
여운이 서리다
여운이 있다
여유가 있다
여유를 가지다
여유를 두다
여유를 부리다
여유를 잃다
여유를 주다
여장을 꾸리다
여지가 있다
여지를 남기다
여지를 두다
여지를 주다
여한이 없다
여행길에 오르다
여행을 가다
여행을 떠나다
여행을 오다
여흥을 벌이다
역경에 빠지다
역경에 처하다
역공을 퍼붓다
역량을 가지다
역량을 기르다
역량을 발휘하다
역량이 부족하다
역량이 있다
역마살이 끼다
역모를 꾀하다
역모를 꾸미다
역병이 돌다
역사의 소용돌이
역사의 수레바퀴
역설에 빠지다
역성을 들다
역습을 당하다
역심을 품다
역적으로 몰리다
역전을 당하다
역점을 두다
역정을 내다
역정을 부리다
역정을 사다
역정이 나다
역정이 솟다
역증이 나다
역증이 치밀다
연가를 내다
연결을 짓다
연고가 있다
연관이 있다
연구를 벌이다
연극을 공연하다
연금을 당하다
연금을 받다
연금을 주다
연금을 지급하다
연기가 나다
연기를 내다
연기를 피우다
연락을 끊다
연락을 드리다
연락을 받다
연락을 보내오다
연락을 주다
연락을 취하다
연락이 가다
연락이 날아오다
연락이 닿다
연락이 두절되다
연락이 들어가다
연락이 들어오다
연락이 뜸하다
연락이 오다
연락이 있다
연륜이 깊다
연륜이 일천하다
연륜이 짧다
연맹을 맺다
연분을 끊다
연세가 들다
연세가 많다
연속극을 보다
연쇄를 이루다
연수를 받다
연애를 걸다
연원을 캐다
연원이 깊다
연유가 있다
연유를 묻다
연유를 캐다
연유를 털어놓다
연정을 품다
연줄을 대다
연줄을 찾다
연줄이 닿다
연줄이 있다
연탄가스를 먹다
연탄을 갈다
연탄을 때다
연탄을 피우다
연필을 깎다
연한이 차다
열광의 도가니
열기를 내다
열기를 뿜다
열등감에 빠지다
열렬한 지지
열렬히 환영하다
열망을 이루다
열망이 있다
열매가 맺히다
열매를 맺다
열반에 들다
열변을 토하다
열병을 치르다
열세에 몰리다
열세에 빠지다
열애에 빠지다
열을 내다
열의가 식다
열의가 있다
열의를 보이다
열이 나다
열이 오르다
열정을 기울이다
열정을 쏟다
열정을 잃다
열정이 있다
열차가 탈선하다
열차에 오르다
열화가 나다
열화가 치밀다
염가로 판매하다
염감이 들다
염감이 떠오르다
염두에 두다
염려를 끼치다
염문을 뿌리다
염병이 나다
염병이 돌다
염색을 들이다
염증이 나다
염증이 생기다
염치가 있다
염치를 모르다
엽기적 살인
엽색행각을 벌이다
엿을 고다
영감을 받다
영감을 얻다
영감을 주다
영감이 오다
영겁의 세월
영겁의 시간
영락을 거듭하다
영락을 겪다
영세를 받다
영역을 지키다
영예를 떨치다
영을 거역하다
영을 내리다
영을 어기다
영장을 발부하다
영접을 받다
영창에 가다
영향력을 잃다
영향력이 있다
영향을 끼치다
영향을 미치다
영향을 받다
영향을 주다
영향이 미치다
영험이 있다
영화가 상영되다
영화를 관람하다
영화를 보다
영화를 촬영하다
예감을 받다
예감을 주다
예감이 들다
예감이 있다
예단을 드리다
예로 들다
예를 갖추다
예를 들다
예를 올리다
예를 지키다
예배를 드리다
예배를 보다
예배를 올리다
예법을 따르다
예법을 지키다
예불을 드리다
예불을 보다
예불을 올리다
예산을 깎다
예상을 뒤엎다
예선을 통과하다
예식을 올리다
예식을 치르다
예약을 취소하다
예의를 잃다
예의를 지키다
예의를 차리다
예의범절을 지키다
예절을 지키다
예측을 불허하다
예측이 빗나가다
예측이 어긋나다
오금이 저리다
오기가 나다
오기가 들다
오기가 있다
오기가 치밀다
오기로 버티다
오기를 부리다
오기를 피우다
오두방정을 떨다
오들오들 떨다
오디션을 받다
오디션을 보다
오디션을 통과하다
오류가 있다
오류를 범하다
오류에 빠지다
오리걸음을 치다
오만상을 찌푸리다
오망을 떨다
오망을 부리다
오망을 피우다
오명을 벗다
오명을 씻다
오목을 두다
오색이 영롱하다
오수에 빠지다
오수에 잠기다
오순도순 살다
오열을 삼키다
오열을 토하다
오열이 터지다
오욕을 남기다
오점을 남기다
오점을 찍다
오줌을 갈기다
오줌을 누다
오줌을 싸다
오줌이 마렵다
오차가 나다
오타가 나다
오한이 가라앉다
오한이 나다
오한이 들다
오해가 있다
오해가 풀리다
오해를 받다
오해를 사다
오해를 일으키다
오해를 풀다
오해의 소지
옥고를 치르다
옥살이를 치르다
온몸이 나른하다
온몸이 쑤시다
올가미를 놓다
올무를 놓다
옴이 오르다
옴쭉 못하다
옷감을 마름질하다
옷감을 마름하다
옷감을 재단하다
옷감을 짜다
옷깃을 바로잡다
옷깃을 세우다
옷깃을 여미다
옷매무새를 가다듬다
옷매무새를 매만지다
옷맵시를 내다
옷섶을 여미다
옷시중을 들다
옷을 걸치다
옷을 맞추다
옷을 입다
옷을 착용하다
옷이 해지다
옷이 헐다
옹고집을 부리다
옹기를 굽다
옹기종기 모이다
와들와들 떨다
와락 끌어안다
왁자지껄 떠들다
완력을 사용하다
완력을 쓰다
완벽을 기하다
완성을 보다
완장을 차다
완쾌를 빌다
왕관을 쓰다
왕래가 끊기다
왕래가 빈번하다
왕래가 잦다
왕래를 끊다
왕성한 식욕
왕위에 오르다
왕을 폐하다
왕진을 가다
왕진을 나가다
외고집을 세우다
외고집을 피우다
외곬으로 생각하다
외길을 가다
외로움에 떨다
외로움을 타다
외로이 지내다
외면을 당하다
외면을 받다
외상값을 받다
외상으로 사다
외상으로 팔다
외상을 긋다
외상을 받다
외상을 주다
외주을 주다
요격을 받다
요구가 밀려들다
요구가 있다
요구를 들어주다
요구를 만족시키다
요구를 물리치다
요구를 받다
요구를 받아들이다
요구를 충족시키다
요구에 응하다
요금을 내다
요기를 띠다
요기를 부리다
요동을 치다
요란을 떨다
요란을 피우다
요령을 부리다
요령을 터득하다
요령을 피우다
요령이 있다
요를 깔다
요변을 떨다
요변을 부리다
요변을 피우다
요사를 떨다
요사를 부리다
요사를 피우다
요술을 부리다
요술을 피우다
요원의 불길
요점을 정리하다
요청에 응하다
요청을 거절하다
요청을 받다
요청을 수락하다
요청이 오다
요청이 있다
요행을 바라다
욕구가 있다
욕구가 치솟다
욕구를 풀다
욕구에 빠지다
욕기를 부리다
욕망에 빠지다
욕망에 사로잡히다
욕망을 절제하다
욕망을 충족시키다
욕망이 일어나다
욕설을 내뱉다
욕설을 뱉다
욕설을 일삼다
욕설을 지껄이다
욕설을 퍼붓다
욕심을 내다
욕심을 부리다
욕심을 차리다
욕심을 채우다
욕심이 나다
욕심이 일어나다
욕을 먹다
욕을 먹이다
욕을 보이다
욕을 얻어먹다
욕을 퍼붓다
욕정에 사로잡히다
욕정을 채우다
욕정을 품다
욕정이 일다
욕지거리를 퍼붓다
욕지기가 솟다
욕지기를 느끼다
용건을 꺼내다
용기가 나다
용기가 발하다
용기가 솟다
용기가 솟아나다
용기를 꺾다
용기를 내다
용기를 보이다
용기를 불어넣다
용기를 얻다
용기를 잃다
용단을 내리다
용맹을 떨치다
용명을 날리다
용명을 떨치다
용모가 뛰어나다
용모가 준수하다
용모가 출중하다
용무를 보다
용변을 가리다
용변을 보다
용변이 마렵다
용서를 구하다
용서를 바라다
용서를 받다
용서를 빌다
용역을 맡기다
용역을 의뢰하다
용역을 주다
용의가 있다
우대를 받다
우두둑 부러지다
우뚝 솟다
우레가 울다
우레가 치다
우려를 낳다
우롱을 당하다
우르르 몰려다니다
우를 범하다
우물우물 씹다
우물을 파다
우산을 받치다
우산을 쓰다
우산을 접다
우산을 펴다
우색을 띠다
우선순위를 두다
우수가 깃들다
우수에 잠기다
우스개를 부리다
우승을 먹다
우애가 깊다
우애가 돈독하다
우애가 지극하다
우여곡절을 거치다
우연의 일치
우연히 만나다
우열을 가리다
우울증에 걸리다
우월감에 빠지다
우월감에 젖다
우월감을 가지다
우위를 두다
우위를 보이다
우위를 차지하다
우위에 두다
우위에 서다
우위에 있다
우의를 다지다
우장을 갖추다
우정을 맺다
우정을 잃다
우정을 주고받다
우지끈 부러지다
우호를 다지다
우환을 부르다
우환이 있다
욱기가 나다
욱기가 있다
욱기를 부리다
운동을 벌이다
운명에 맡기다
운명에 순응하다
운명을 개척하다
운명을 거스르다
운명을 걸다
운명을 탓하다
운명의 소용돌이
운명의 장난
운무가 자욱하다
운무에 싸이다
운세를 보다
운수가 대통하다
운수가 사납다
운수가 터지다
운수를 점치다
운용의 묘
운이 나쁘다
운이 좋다
운이 트이다
운치가 있다
운하를 파다
울분을 달래다
울분을 삭이다
울분을 씻다
울분을 참다
울분을 터뜨리다
울분을 토하다
울분을 풀다
울분이 끓어오르다
울분이 치밀다
울분이 폭발하다
울상을 짓다
울음바다를 이루다
울음보가 터지다
울음보를 터뜨리다
울음을 그치다
울음을 울다
울음을 참다
울음을 터뜨리다
울음이 헤프다
울타리를 치다
울화가 나다
울화가 들끓다
울화가 북받치다
울화가 치밀다
울화가 터지다
움막을 치다
움을 파다
움이 나다
움이 돋다
움이 트다
움직임을 벌이다
움직임이 있다
움쭉 일어서다
움푹 패다
웃돈을 받다
웃돈을 주다
웃돈을 치르다
웃음바다를 이루다
웃음을 건네다
웃음을 머금다
웃음을 웃다
웃음을 잃다
웃음을 자아내다
웃음을 터뜨리다
웃음이 나다
웃음이 터지다
웃음이 헤프다
웅지를 품다
워드를 치다
원고를 교정하다
원고를 쓰다
원고를 탈고하다
원군을 보내다
원기를 내다
원래대로 두다
원망을 사다
원서를 내다
원서를 받다
원서를 쓰다
원성을 사다
원성이 높다
원성이 들끓다
원수가 되다
원수가 지다
원수를 갚다
원심력을 받다
원심을 파기하다
원을 풀다
원인으로 들다
원인으로 보다
원인을 규명하다
원인을 밝히다
원인이 있다
원조를 얻다
원칙에 따르다
원칙에 어긋나다
원칙에 입각하다
원칙을 세우다
원칙을 지키다
원한을 갚다
원한을 지다
원한을 풀다
원한을 품다
원한이 깊다
원한이 맺히다
월급을 받다
월급을 주다
월급을 타다
월세를 주다
웨이브를 주다
위계가 서다
위계질서를 세우다
위광을 떨치다
위기가 오다
위기감이 고조되다
위기감이 들다
위기를 극복하다
위기를 넘기다
위기를 맞다
위기를 면하다
위기에 빠지다
위기에 처하다
위력을 발휘하다
위로를 건네다
위로를 받다
위상을 높이다
위상이 추락하다
위선을 떨다
위선을 부리다
위세가 당당하다
위세를 떨치다
위세를 부리다
위세에 눌리다
위신을 떨어뜨리다
위신을 지키다
위신이 서다
위악을 부리다
위안거리로 삼다
위안으로 삼다
위안을 받다
위안을 주다
위안이 되다
위압감을 주다
위엄을 갖추다
위엄을 세우다
위임을 받다
위촉을 받다
위치를 잡다
위탁을 받다
위해를 주다
위험부담이 있다
위험에 빠지다
위험을 무릅쓰다
위험이 닥치다
위협을 당하다
위협을 받다
위협을 주다
위화감을 주다
위화감이 들다
유감을 표명하다
유감을 표시하다
유감을 표하다
유감을 품다
유감이 있다
유구한 역사
유급을 당하다
유난을 떨다
유난을 부리다
유락에 빠지다
유래가 깊다
유례가 없다
유린을 당하다
유머가 풍부하다
유명세를 치르다
유배를 가다
유산을 받다
유산을 지키다
유서가 깊다
유세를 떨다
유세를 부리다
유언비어가 나돌다
유언비어가 퍼지다
유언비어를 퍼뜨리다
유예기간을 두다
유예기간을 주다
유종의 미를 거두다
유죄를 선고하다
유지를 받들다
유창히 말하다
유학길에 오르다
유학을 가다
유행에 뒤지다
유행에 앞서다
유행을 따르다
유행을 좆다
유행을 타다
유행의 첨단을 걷다
유행의 첨단을 달리다
유혈극을 벌이다
유혈이 낭자하다
유형을 가다
유혹에 굴복하다
유혹에 넘어가다
유혹에 빠지다
유혹을 물리치다
유혹을 뿌리치다
유흥에 빠지다
육갑을 떨다
육두문자를 쓰다
육백을 치다
육성책을 쓰다
육안으로 보다
윤곽을 잡다
윤기가 나다
윤기가 돌다
윤기가 자르르 흐르다
윤기가 흐르다
윤기를 내다
윤기를 잃다
윤을 내다
윤이 나다
윤이 흐르다
윤허를 받다
율법을 지키다
융자를 내다
융자를 받다
윷을 놀다
윷을 던지다
으뜸으로 치다
으름장을 놓다
은덕을 입다
은전을 입다
은혜를 갚다
은혜를 베풀다
은혜를 입다
은혜를 잊다
은혜를 저버리다
음덕을 쌓다
음덕을 입다
음모를 꾸미다
음모를 분쇄하다
음반을 내다
음사를 던지다
음사를 주고받다
음성이 잠기다
음식을 차리다
음식이 정갈하다
음심이 발동하다
음악을 듣다
음영이 지다
음욕을 품다
음욕이 발동하다
음절을 이루다
음정이 고르다
음흉스레 웃다
응급조처를 취하다
응급조치를 받다
응낙을 받다
응답을 받다
응답을 주다
응석을 떨다
응석을 부리다
응수를 묻다
응어리가 지다
응어리를 풀다
응원을 벌이다
응원을 청하다
응징을 당하다
응징을 받다
의견을 내놓다
의견을 주다
의견을 펴다
의견이 갈라지다
의견이 나뉘다
의견이 분분하다
의견일치를 보다
의관을 갖추다
의관을 정제하다
의구심이 들다
의기가 드높다
의논을 드리다
의뢰를 받다
의리가 있다
의리를 지키다
의무감이 들다
의무를 지다
의문부를 달다
의문부를 찍다
의문에 빠지다
의문을 제기하다
의문을 품다
의문이 생기다
의문이 풀리다
의문표를 붙이다
의뭉을 떨다
의미를 두다
의병을 일으키다
의복을 갈아입다
의분을 느끼다
의사를 표시하다
의식을 불어넣다
의식을 잃다
의식을 치르다
의심을 받다
의심을 사다
의심을 풀다
의심을 품다
의심이 가다
의심이 나다
의심이 들다
의심이 생기다
의심이 풀리다
의아심이 들다
의욕에 불타다
의욕을 보이다
의욕을 잃다
의욕이 생기다
의의가 깊다
의의가 있다
의의를 두다
의자에 앉다
의지가 강하다
의혹을 받다
의혹을 불식하다
의혹을 사다
의혹을 풀다
의혹이 가다
의혹이 들다
이가 나다
이가 빠지다
이간책을 쓰다
이견을 내다
